"Observationsstation","År","Månad","Dag","Tid [Lokal tid]","Daggpunktstemperatur medelvärde [°C]","Lufttemperatur medelvärde [°C]","Molnighet [1/8]","Lufttryck medelvärde [hPa]","Relativ luftfuktighet medelvärde [%]","Nederbördsmängd medelvärde [mm]","Snödjup medelvärde [cm]","Vindriktning medelvärde [°]","Byvindshastighet medelvärde [m/s]","Vindhastighet medelvärde [m/s]"
"Helsingfors Kajsaniemi","2024","3","9","00:00","-4.4","-2.4","Mulet (8/8)","1024.8","85.9","0","14","322.8","2.5","1.7"
"Helsingfors Kajsaniemi","2024","3","9","01:00","-4.3","-2.2","Mulet (8/8)","1024.7","85.5","0","14","231","2.1","1.3"
"Helsingfors Kajsaniemi","2024","3","9","02:00","-4.7","-1.9","Mulet (8/8)","1024.6","81.2","0","14","25.1","2.2","1.1"
"Helsingfors Kajsaniemi","2024","3","9","03:00","-4.5","-2","Mulet (8/8)","1024.4","83","0","14","279.7","1.9","1.2"
"Helsingfors Kajsaniemi","2024","3","9","04:00","-4.8","-2.2","Mulet (8/8)","1024","82.8","0","14","31.5","2.6","1.5"
"Helsingfors Kajsaniemi","2024","3","9","05:00","-4.9","-2.3","Mulet (8/8)","1023.8","82.1","0","14","249.9","2.1","1"
"Helsingfors Kajsaniemi","2024","3","9","06:00","-4.8","-2.2","Mulet (8/8)","1023.8","82","0","14","143.2","2.5","1.5"
"Helsingfors Kajsaniemi","2024","3","9","07:00","-4.9","-2.1","Mulet (8/8)","1023.9","81","0","14","282.5","2.2","1.2"
"Helsingfors Kajsaniemi","2024","3","9","08:00","-5","-1.9","Mulet (8/8)","1023.9","79.2","0","14","144.9","2.3","1.3"
"Helsingfors Kajsaniemi","2024","3","9","09:00","-5.4","-1.3","Mulet (8/8)","1024","73.6","0","14","145.1","2.9","2"
"Helsingfors Kajsaniemi","2024","3","9","10:00","-5.5","-0.8","Mulet (8/8)","1024","70.2","0","14","181.8","2.9","1.9"
"Helsingfors Kajsaniemi","2024","3","9","11:00","-6.3","0","Mulet (8/8)","1024","62.5","0","14","114.2","3.3","2"
"Helsingfors Kajsaniemi","2024","3","9","12:00","-7.2","0.5","Mulet (8/8)","1023.9","56.4","0","14","93.9","3.8","2.1"
"Helsingfors Kajsaniemi","2024","3","9","13:00","-8.2","0.5","Mulet (8/8)","1023.8","52.3","0","14","57.6","4.5","2.8"
"Helsingfors Kajsaniemi","2024","3","9","14:00","-8.4","0.6","Mulet (8/8)","1023.8","51.1","0","13.2","88.7","4.1","2.3"
"Helsingfors Kajsaniemi","2024","3","9","15:00","-7.2","0.4","Mulet (8/8)","1023.7","56.8","0","13.2","318","4.3","2.6"
"Helsingfors Kajsaniemi","2024","3","9","16:00","-7.6","0.3","Mulet (8/8)","1023.7","55.1","0","13","14.6","4.9","3"
"Helsingfors Kajsaniemi","2024","3","9","17:00","-7.8","0.2","Mulet (8/8)","1023.8","55","0","13.2","38.2","5.1","3.2"
"Helsingfors Kajsaniemi","2024","3","9","18:00","-6.9","-0.2","Mulet (8/8)","1023.9","60.1","0","13","26.3","5","3.2"
"Helsingfors Kajsaniemi","2024","3","9","19:00","-7.8","-0.3","Mulet (8/8)","1024.1","57.4","0","13.1","41.1","5.6","3.4"
"Helsingfors Kajsaniemi","2024","3","9","20:00","-7.6","-0.4","Mulet (8/8)","1024.4","58.6","0","13.9","31.7","4.9","3.1"
"Helsingfors Kajsaniemi","2024","3","9","21:00","-7.7","-0.7","Mulet (8/8)","1024.6","58.9","0","13.5","13.1","4.2","2.5"
"Helsingfors Kajsaniemi","2024","3","9","22:00","-7.3","-0.8","Mulet (8/8)","1024.9","61.6","0","13.9","16.7","3.9","2.4"
"Helsingfors Kajsaniemi","2024","3","9","23:00","-7.3","-1","Molnigt (7/8)","1025.2","62.2","0","13.7","23.9","4.5","2.7"
"Helsingfors Kajsaniemi","2024","3","10","00:00","-7.6","-1.3","Molnigt (7/8)","1025.6","62.1","0","13.4","26.6","4.3","2.6"
"Helsingfors Kajsaniemi","2024","3","10","01:00","-7.3","-1.9","Mest klart (2/8)","1025.7","67","0","13.1","118.7","3.3","2"
"Helsingfors Kajsaniemi","2024","3","10","02:00","-6.8","-3.5","Klart (0/8)","1025.8","78","0","13","345.6","2.8","2.1"
"Helsingfors Kajsaniemi","2024","3","10","03:00","-7.4","-4.3","Klart (0/8)","1025.9","78.6","0","13","346.5","3.7","2.5"
"Helsingfors Kajsaniemi","2024","3","10","04:00","-7.9","-4.9","Klart (0/8)","1025.8","79.5","0","13","329","3.3","2.7"
"Helsingfors Kajsaniemi","2024","3","10","05:00","-8.1","-5.6","Klart (0/8)","1025.9","83.1","0","13","326.6","2.8","2.3"
"Helsingfors Kajsaniemi","2024","3","10","06:00","-8.3","-5.8","Klart (0/8)","1026","83","0","13","323.6","3.4","2.6"
"Helsingfors Kajsaniemi","2024","3","10","07:00","-8.4","-6","Klart (0/8)","1025.9","83.2","0","13.2","344.2","3.8","2.6"
"Helsingfors Kajsaniemi","2024","3","10","08:00","-8.2","-5.3","Klart (0/8)","1026","80.3","0","13.2","334.5","3.8","2.4"
"Helsingfors Kajsaniemi","2024","3","10","09:00","-6.9","-3.5","Klart (0/8)","1026.5","77.5","0","13","335.5","3.6","2.2"
"Helsingfors Kajsaniemi","2024","3","10","10:00","-4.5","-1.8","Klart (0/8)","1026.5","82","0","13.7","333.7","4.7","3.1"
"Helsingfors Kajsaniemi","2024","3","10","11:00","-4.2","0.4","Klart (0/8)","1026.5","71.6","0","13.9","341","3.5","2.3"
"Helsingfors Kajsaniemi","2024","3","10","12:00","-4","2.1","Klart (0/8)","1026.5","63.9","0","13.1","321.9","2.2","1.1"
"Helsingfors Kajsaniemi","2024","3","10","13:00","-3.9","3.2","Klart (0/8)","1026.4","59.7","0","13","241.8","1.9","1.1"
"Helsingfors Kajsaniemi","2024","3","10","14:00","-3.7","3.8","Halv klart (5/8)","1026.2","58.4","0","13","263.6","2.6","1.4"
"Helsingfors Kajsaniemi","2024","3","10","15:00","-3.1","3.2","Molnigt (7/8)","1026.1","63.5","0","13.1","201.1","2.6","1.6"
"Helsingfors Kajsaniemi","2024","3","10","16:00","-3.1","2.6","Mulet (8/8)","1026","66.1","0","13.7","231.8","2.2","1.4"
"Helsingfors Kajsaniemi","2024","3","10","17:00","-3","2.3","Molnigt (6/8)","1026","68.4","0","13","235.7","1.7","1.3"
"Helsingfors Kajsaniemi","2024","3","10","18:00","-3","1.5","Molnigt (6/8)","1025.9","72.4","0","13","242.7","1.8","1.2"
"Helsingfors Kajsaniemi","2024","3","10","19:00","-2.9","0.4","Molnigt (7/8)","1026.1","78.1","0","13","252.7","1.5","1"
"Helsingfors Kajsaniemi","2024","3","10","20:00","-2.6","0.2","Mulet (8/8)","1026.1","81.6","0","13","181.2","1.5","0.9"
"Helsingfors Kajsaniemi","2024","3","10","21:00","-2.4","-0.4","Mulet (8/8)","1026.2","86.3","0","13","275","1.3","0.8"
"Helsingfors Kajsaniemi","2024","3","10","22:00","-2.2","-0.7","Halv klart (5/8)","1026.2","89.2","0","13","153","0.8","0.5"
"Helsingfors Kajsaniemi","2024","3","10","23:00","-2.7","-1.6","Klart (0/8)","1026.1","91.9","0","13.2","275.1","1.1","0.7"
"Helsingfors Kajsaniemi","2024","3","11","00:00","-3.3","-2.2","Klart (0/8)","1026.3","92.3","0","13","287.5","1.5","1"
"Helsingfors Kajsaniemi","2024","3","11","01:00","-3.6","-2.8","Klart (0/8)","1026.6","94","0","13","254.6","1.1","0.7"
"Helsingfors Kajsaniemi","2024","3","11","02:00","-3.7","-3.1","Molnigt (6/8)","1026.8","95.3","0","13.2","248.7","1.4","0.9"
"Helsingfors Kajsaniemi","2024","3","11","03:00","-3.7","-3.1","Molnigt (7/8)","1026.9","95.9","0","13.3","292.4","1.2","0.7"
"Helsingfors Kajsaniemi","2024","3","11","04:00","-3.7","-3.1","Molnigt (7/8)","1026.8","95.5","0","13","202.8","0.7","0.3"
"Helsingfors Kajsaniemi","2024","3","11","05:00","-4","-3.5","Molnigt (7/8)","1026.8","95.8","0","13","205.1","0.7","0.3"
"Helsingfors Kajsaniemi","2024","3","11","06:00","-4.3","-3.7","Molnigt (7/8)","1026.7","96","0","13","237.3","1.1","0.6"
"Helsingfors Kajsaniemi","2024","3","11","07:00","-4.5","-4","Mest klart (2/8)","1026.6","96","0","13","269","1","0.5"
"Helsingfors Kajsaniemi","2024","3","11","08:00","-3.9","-3.3","Klart (0/8)","1026.7","95","0","13","243.3","1.7","1"
"Helsingfors Kajsaniemi","2024","3","11","09:00","-2.8","-1.3","Klart (0/8)","1026.6","89.5","0","13","261.6","1.5","0.9"
"Helsingfors Kajsaniemi","2024","3","11","10:00","-2.7","1","Klart (0/8)","1026.9","76.3","0","13.2","281.3","1.6","0.9"
"Helsingfors Kajsaniemi","2024","3","11","11:00","-3.3","2.1","Klart (1/8)","1026.9","67.7","0","13.2","265.2","1.9","1.2"
"Helsingfors Kajsaniemi","2024","3","11","12:00","-3","3","Klart (1/8)","1026.9","65","0","13","297.8","1.6","1"
"Helsingfors Kajsaniemi","2024","3","11","13:00","-4.2","3","Mest klart (2/8)","1027.1","59.9","0","13","211.4","2.4","1.6"
"Helsingfors Kajsaniemi","2024","3","11","14:00","-5.2","3.1","Mest klart (3/8)","1026.8","54.4","0","13","162.9","2.9","1.8"
"Helsingfors Kajsaniemi","2024","3","11","15:00","-5.4","2.9","Klart (0/8)","1026.6","54.7","0","13","187.7","3.3","2"
"Helsingfors Kajsaniemi","2024","3","11","16:00","-5","2.4","Mest klart (2/8)","1026.2","58.4","0","13","167.2","2.5","1.4"
"Helsingfors Kajsaniemi","2024","3","11","17:00","-5.6","1.8","Klart (0/8)","1025.8","57.8","0","13","133.3","2.5","1.7"
"Helsingfors Kajsaniemi","2024","3","11","18:00","-6.1","1.2","Molnigt (7/8)","1025.6","58.1","0","13","128.5","2.6","2.1"
"Helsingfors Kajsaniemi","2024","3","11","19:00","-5.7","0.5","Molnigt (7/8)","1025.5","63.2","0","13","106.8","2.3","1.6"
"Helsingfors Kajsaniemi","2024","3","11","20:00","-5.8","0.1","Molnigt (7/8)","1025.4","64.3","0","13","112.7","2.7","2"
"Helsingfors Kajsaniemi","2024","3","11","21:00","-5.4","-0.6","Molnigt (7/8)","1025.3","69.6","0","13","109.6","3.4","2.4"
"Helsingfors Kajsaniemi","2024","3","11","22:00","-5","-0.7","Molnigt (7/8)","1025.4","72.4","0","13","110.2","3.4","2.5"
"Helsingfors Kajsaniemi","2024","3","11","23:00","-4.5","-1","Mest klart (3/8)","1025.4","77.3","0","13","111.5","3","2.1"
"Helsingfors Kajsaniemi","2024","3","12","00:00","-4.1","-1.4","Molnigt (7/8)","1025.4","81.7","0","13","106.9","3.1","2.1"
"Helsingfors Kajsaniemi","2024","3","12","01:00","-4.1","-1.6","Molnigt (7/8)","1025.4","83.3","0","13","105.5","2.9","2"
"Helsingfors Kajsaniemi","2024","3","12","02:00","-4.1","-2.3","Mest klart (2/8)","1025.2","86.9","0","13","104","2.4","1.7"
"Helsingfors Kajsaniemi","2024","3","12","03:00","-4","-2.7","Klart (0/8)","1025","90.4","0","13","100.3","2.5","1.7"
"Helsingfors Kajsaniemi","2024","3","12","04:00","-4.2","-3.1","Klart (0/8)","1024.6","92.6","0","13","92","2.2","1.5"
"Helsingfors Kajsaniemi","2024","3","12","05:00","-4","-2.8","Molnigt (7/8)","1024.2","91.9","0","13","90.2","2.5","1.6"
"Helsingfors Kajsaniemi","2024","3","12","06:00","-4.2","-2.9","Molnigt (7/8)","1023.9","90.7","0","13","95","2.9","1.9"
"Helsingfors Kajsaniemi","2024","3","12","07:00","-4.4","-3","Molnigt (7/8)","1023.7","90.2","0","13","101.5","3.7","2.3"
"Helsingfors Kajsaniemi","2024","3","12","08:00","-4","-2.6","Molnigt (7/8)","1023.4","89.8","0","13","101.4","4","2.7"
"Helsingfors Kajsaniemi","2024","3","12","09:00","-3.5","-1.2","Molnigt (7/8)","1023.5","84.4","0","13","99.4","4.5","2.9"
"Helsingfors Kajsaniemi","2024","3","12","10:00","-3.2","-0.1","Mest klart (2/8)","1022.9","79.2","0","13","110.7","5.9","4.2"
"Helsingfors Kajsaniemi","2024","3","12","11:00","-3.3","1","Molnigt (6/8)","1022.8","73.3","0","13","114.3","6.1","4.2"
"Helsingfors Kajsaniemi","2024","3","12","12:00","-3.7","1.9","Klart (1/8)","1022.6","66.6","0","13","110.1","5.3","3.8"
"Helsingfors Kajsaniemi","2024","3","12","13:00","-4.1","2.9","Klart (0/8)","1022.1","60.4","0","13","106.8","4.8","3.4"
"Helsingfors Kajsaniemi","2024","3","12","14:00","-4","2.5","Klart (0/8)","1021.6","62.2","0","13","108.6","6.1","4.4"
"Helsingfors Kajsaniemi","2024","3","12","15:00","-4.1","2.4","Klart (0/8)","1021.1","62.3","0","13","114.2","6.6","5.2"
"Helsingfors Kajsaniemi","2024","3","12","16:00","-3.7","2.4","Klart (0/8)","1020.9","64.4","0","13","114.1","4.5","3.1"
"Helsingfors Kajsaniemi","2024","3","12","17:00","-3.5","1.8","Klart (0/8)","1020.5","67.7","0","13","86.7","4.6","3.2"
"Helsingfors Kajsaniemi","2024","3","12","18:00","-3.6","1.2","Klart (0/8)","1020","70.5","0","13","87","5.5","3.7"
"Helsingfors Kajsaniemi","2024","3","12","19:00","-3.6","0.4","Klart (0/8)","1019.6","74.6","0","13","87.2","5.6","4.1"
"Helsingfors Kajsaniemi","2024","3","12","20:00","-4","0.1","Klart (0/8)","1019.4","74.2","0","13","96.8","4.3","2.7"
"Helsingfors Kajsaniemi","2024","3","12","21:00","-3.8","-0.4","Klart (0/8)","1019.2","77.7","0","13","97.6","3","1.8"
"Helsingfors Kajsaniemi","2024","3","12","22:00","-3.7","-1.2","Klart (0/8)","1019.1","83.1","0","13","100.8","2.4","1.6"
"Helsingfors Kajsaniemi","2024","3","12","23:00","-3.7","-1.8","Klart (0/8)","1018.8","87.1","0","13","131.5","2.3","1.4"
"Helsingfors Kajsaniemi","2024","3","13","00:00","-4.7","0.7","Klart (0/8)","1018.7","68.2","0","13","205","4.8","2.7"
"Helsingfors Kajsaniemi","2024","3","13","01:00","-4.9","1.6","Klart (0/8)","1018.5","62.1","0","13","215.6","4.1","2.3"
"Helsingfors Kajsaniemi","2024","3","13","02:00","-5","0.6","Klart (0/8)","1018.5","66.7","0","13","229","2.8","1.7"
"Helsingfors Kajsaniemi","2024","3","13","03:00","-4.6","-1.5","Klart (0/8)","1018.3","80.1","0","13","199.3","1.4","0.7"
"Helsingfors Kajsaniemi","2024","3","13","04:00","-4.1","-2.5","Klart (0/8)","1017.9","89.4","0","13","137.3","1.6","1.3"
"Helsingfors Kajsaniemi","2024","3","13","05:00","-3.9","-2.8","Klart (0/8)","1017.7","91.5","0","13","140.5","1.8","1.2"
"Helsingfors Kajsaniemi","2024","3","13","06:00","-4","-3.1","Klart (0/8)","1017.7","93.4","0","13","135.9","1.4","0.9"
"Helsingfors Kajsaniemi","2024","3","13","07:00","-3.5","-2.7","Mulet (8/8)","1017.5","94.1","0","13","111.3","1.5","1.1"
"Helsingfors Kajsaniemi","2024","3","13","08:00","-2.4","-0.4","Mulet (8/8)","1017.5","86.7","0","13","139.9","2.4","1.6"
"Helsingfors Kajsaniemi","2024","3","13","09:00","-2.5","0.5","Mulet (8/8)","1017.3","80.2","0","13","158.9","3.3","2"
"Helsingfors Kajsaniemi","2024","3","13","10:00","-2.6","1.4","Mulet (8/8)","1017.2","74.7","0","13","170.6","3.3","1.9"
"Helsingfors Kajsaniemi","2024","3","13","11:00","-2.5","1.6","Mulet (8/8)","1017","73.8","0","13","178.7","5.6","3.2"
"Helsingfors Kajsaniemi","2024","3","13","12:00","-2.2","1.7","Mulet (8/8)","1016.9","75.2","0","13.2","188.8","4.6","2.5"
"Helsingfors Kajsaniemi","2024","3","13","13:00","-1.7","1.9","Mulet (8/8)","1016.9","76.7","0","13.1","210.3","5","2.9"
"Helsingfors Kajsaniemi","2024","3","13","14:00","-1","2.2","Mulet (8/8)","1016.6","79.7","0","13.8","217.1","5.2","3.2"
"Helsingfors Kajsaniemi","2024","3","13","15:00","-0.1","2","Mulet (8/8)","1016.2","85.9","0","13","213.6","5.3","3.1"
"Helsingfors Kajsaniemi","2024","3","13","16:00","0.5","2.1","Mulet (8/8)","1015.9","89.2","0.02","13.1","211.2","5.5","3.1"
"Helsingfors Kajsaniemi","2024","3","13","17:00","0.6","1.7","Mulet (8/8)","1015.9","92.8","0","13.9","234.9","4.5","2.5"
"Helsingfors Kajsaniemi","2024","3","13","18:00","0.5","1.6","Mulet (8/8)","1015.3","92.7","0","12.7","207.7","5.6","3.4"
"Helsingfors Kajsaniemi","2024","3","13","19:00","0.8","1.6","Mulet (8/8)","1015.2","94.5","0","11","212.4","5.5","3.6"
"Helsingfors Kajsaniemi","2024","3","13","20:00","0.8","1.4","Mulet (8/8)","1014.9","96.5","0","10.9","221.5","6","3.7"
"Helsingfors Kajsaniemi","2024","3","13","21:00","1","1.2","Mulet (8/8)","1014.9","98","0","10.8","226.1","5.2","3.2"
"Helsingfors Kajsaniemi","2024","3","13","22:00","0.9","1.1","Mulet (8/8)","1014.6","99","0.02","10.6","222","5.2","3.2"
"Helsingfors Kajsaniemi","2024","3","13","23:00","1","1.3","Mulet (8/8)","1014","98.1","0","10.8","219.5","6.2","3.9"
"Helsingfors Kajsaniemi","2024","3","14","00:00","1.1","1.5","Mulet (8/8)","1013.7","97.4","0","12.7","220.5","7.1","4.1"
"Helsingfors Kajsaniemi","2024","3","14","01:00","1.1","1.4","Mulet (8/8)","1013.3","98","0","12","221.8","7.2","4.4"
"Helsingfors Kajsaniemi","2024","3","14","02:00","1.2","1.4","Mulet (8/8)","1012.9","98","0","12","223.9","8","4.4"
"Helsingfors Kajsaniemi","2024","3","14","03:00","1.2","1.4","Mulet (8/8)","1012.5","98.3","0","11.4","224.6","7.9","4.4"
"Helsingfors Kajsaniemi","2024","3","14","04:00","1.2","1.4","Molnigheten kan inte fastställas (9/8)","1012","99","0","12","225","7.6","4.3"
"Helsingfors Kajsaniemi","2024","3","14","05:00","1.2","1.4","Molnigheten kan inte fastställas (9/8)","1011.4","99","0","12","222.1","7.2","4.2"
"Helsingfors Kajsaniemi","2024","3","14","06:00","1.6","1.7","Molnigheten kan inte fastställas (9/8)","1010.8","99","0","11.5","218","6.9","4"
"Helsingfors Kajsaniemi","2024","3","14","07:00","1.7","1.8","Mulet (8/8)","1010.4","99","0","11","217.5","7.4","4.5"
"Helsingfors Kajsaniemi","2024","3","14","08:00","1.8","1.9","Mulet (8/8)","1009.9","99","0","12","219.5","7.5","4.3"
"Helsingfors Kajsaniemi","2024","3","14","09:00","1.8","1.9","Mulet (8/8)","1009.4","99","0","11","220.1","9","5.6"
"Helsingfors Kajsaniemi","2024","3","14","10:00","1.9","2","Mulet (8/8)","1009.1","99","0","11","219.1","9.8","5.9"
"Helsingfors Kajsaniemi","2024","3","14","11:00","1.8","2","Mulet (8/8)","1008.7","99","0","10.6","225.6","10.2","5.9"
"Helsingfors Kajsaniemi","2024","3","14","12:00","1.9","2.2","Mulet (8/8)","1007.9","97.6","0","11","220.5","7.8","4.5"
"Helsingfors Kajsaniemi","2024","3","14","13:00","2","2.9","Mulet (8/8)","1007.4","94.1","0","9.7","223.2","8.8","5"
"Helsingfors Kajsaniemi","2024","3","14","14:00","1.9","3.4","Mulet (8/8)","1006.6","89.8","0","11.1","221.6","8.8","5.3"
"Helsingfors Kajsaniemi","2024","3","14","15:00","1.4","3.6","Mulet (8/8)","1006.2","85.9","0","10.1","223","10.2","5.9"
"Helsingfors Kajsaniemi","2024","3","14","16:00","1.5","3.5","Mulet (8/8)","1005.6","87.2","0","8.8","229.4","9.9","5.4"
"Helsingfors Kajsaniemi","2024","3","14","17:00","2","3.4","Mulet (8/8)","1005","90.5","0.02","8.3","229.2","9.9","5.5"
"Helsingfors Kajsaniemi","2024","3","14","18:00","2.4","3.2","Mulet (8/8)","1004.5","94.7","0.03","8.8","229.1","11.2","6.2"
"Helsingfors Kajsaniemi","2024","3","14","19:00","2.7","3.3","Mulet (8/8)","1004.2","96.1","0.03","9","232.2","11.5","6.3"
"Helsingfors Kajsaniemi","2024","3","14","20:00","2.8","3.2","Mulet (8/8)","1004","97","0.02","8.5","230.2","10.5","5.8"
"Helsingfors Kajsaniemi","2024","3","14","21:00","2.9","3.3","Mulet (8/8)","1003.9","97","0.02","7.7","233","10.1","5.5"
"Helsingfors Kajsaniemi","2024","3","14","22:00","3","3.4","Mulet (8/8)","1003.6","97","0.03","7.3","229.2","10.7","6.4"
"Helsingfors Kajsaniemi","2024","3","14","23:00","3.3","3.7","Mulet (8/8)","1003.5","97","0.02","8","232.1","11.6","6.3"
"Helsingfors Kajsaniemi","2024","3","15","00:00","3.4","3.8","Mulet (8/8)","1003.3","97.5","0","7.7","231.4","10.7","5.9"
"Helsingfors Kajsaniemi","2024","3","15","01:00","3.5","3.8","Mulet (8/8)","1003.3","98","0.03","6.2","236.6","10","5.3"
"Helsingfors Kajsaniemi","2024","3","15","02:00","3.3","3.6","Mulet (8/8)","1003.3","98","0.02","6.4","236.9","10.1","5.9"
"Helsingfors Kajsaniemi","2024","3","15","03:00","3","3.4","Mulet (8/8)","1003","97.1","0.05","5.6","236.5","8.5","4.4"
"Helsingfors Kajsaniemi","2024","3","15","04:00","2.9","3.3","Mulet (8/8)","1002.7","97.1","0.08","5.4","227.6","8.2","4.6"
"Helsingfors Kajsaniemi","2024","3","15","05:00","2.9","3.2","Mulet (8/8)","1002.7","97.5","0.17","4.4","232.8","7.4","4.1"
"Helsingfors Kajsaniemi","2024","3","15","06:00","2.8","3.3","Mulet (8/8)","1002.6","96.1","0.02","4.1","229.6","8.6","4.9"
"Helsingfors Kajsaniemi","2024","3","15","07:00","2.4","2.9","Mulet (8/8)","1002.7","97","0","4.5","228.7","8.1","4.7"
"Helsingfors Kajsaniemi","2024","3","15","08:00","2.8","3","Mulet (8/8)","1003.1","98.4","0","4.1","236.2","8.7","5"
"Helsingfors Kajsaniemi","2024","3","15","09:00","3.1","3.2","Mulet (8/8)","1003.6","98.5","0","2.8","237","7.8","4.5"
"Helsingfors Kajsaniemi","2024","3","15","10:00","3.1","3.3","Mulet (8/8)","1004","99","0","4.5","237.1","8","4.6"
"Helsingfors Kajsaniemi","2024","3","15","11:00","3.3","3.5","Mulet (8/8)","1004.4","99","0","4.2","237.4","7.9","4.9"
"Helsingfors Kajsaniemi","2024","3","15","12:00","3.4","3.7","Mulet (8/8)","1004.7","98","0","3.7","234.4","7.5","4"
"Helsingfors Kajsaniemi","2024","3","15","13:00","3.4","3.8","Mulet (8/8)","1005.2","97","0","4.2","232.5","8.3","4.4"
"Helsingfors Kajsaniemi","2024","3","15","14:00","3.5","3.9","Mulet (8/8)","1005.4","97","0.02","2.2","233","7.6","3.9"
"Helsingfors Kajsaniemi","2024","3","15","15:00","3.6","4","Mulet (8/8)","1005.6","97.1","0","3.5","232.3","6.1","3.5"
"Helsingfors Kajsaniemi","2024","3","15","16:00","3.7","4","Mulet (8/8)","1005.7","97.9","0","3","227.1","8","4.5"
"Helsingfors Kajsaniemi","2024","3","15","17:00","3.1","3.3","Mulet (8/8)","1005.7","98.3","0","3.2","223.5","8.7","4.9"
"Helsingfors Kajsaniemi","2024","3","15","18:00","3.1","3.3","Mulet (8/8)","1005.8","99","0.02","3","226.5","8.1","4.5"
"Helsingfors Kajsaniemi","2024","3","15","19:00","3.5","3.7","Mulet (8/8)","1005.8","99","0.07","3","226.6","7","3.9"
"Helsingfors Kajsaniemi","2024","3","15","20:00","3.7","4","Mulet (8/8)","1005.8","98","0.1","2.7","225.9","6.7","4"
"Helsingfors Kajsaniemi","2024","3","15","21:00","4.3","4.7","Mulet (8/8)","1005.7","97.2","0.02","2.1","225.7","7.6","4.4"
"Helsingfors Kajsaniemi","2024","3","15","22:00","4","4.7","Mulet (8/8)","1005.4","95.5","0","1.2","215","7.6","4.2"
"Helsingfors Kajsaniemi","2024","3","15","23:00","3.7","4.5","Mulet (8/8)","1005.1","94.6","0","1.2","214.2","7.8","4.4"
"Helsingfors Kajsaniemi","2024","3","16","00:00","3.4","4.2","Mulet (8/8)","1004.9","94","0","0.6","213.8","7.8","4.5"
"Helsingfors Kajsaniemi","2024","3","16","01:00","3.3","4.3","Mulet (8/8)","1004.7","93.3","0","0","219.1","8.2","4.2"
"Helsingfors Kajsaniemi","2024","3","16","02:00","3.3","4.5","Mulet (8/8)","1004.2","92.2","0","0","210.8","7.7","4.2"
"Helsingfors Kajsaniemi","2024","3","16","03:00","2.9","4.2","Mulet (8/8)","1003.8","91.1","0","0","220.2","7.3","4.1"
"Helsingfors Kajsaniemi","2024","3","16","04:00","2.5","3.9","Mulet (8/8)","1003.6","91","0","0","221.2","6.7","3.9"
"Helsingfors Kajsaniemi","2024","3","16","05:00","2.3","3.7","Mulet (8/8)","1003.5","91","0","0.4","225.3","6.7","3.9"
"Helsingfors Kajsaniemi","2024","3","16","06:00","2.5","3.7","Mulet (8/8)","1003.5","91.6","0.02","0","224.2","8.4","4.5"
"Helsingfors Kajsaniemi","2024","3","16","07:00","2.3","3.6","Mulet (8/8)","1003.5","91.4","0","0","223","8.1","4.4"
"Helsingfors Kajsaniemi","2024","3","16","08:00","2.4","3.6","Mulet (8/8)","1003.8","91.6","0","0","227.3","8","4.1"
"Helsingfors Kajsaniemi","2024","3","16","09:00","2.5","3.5","Mulet (8/8)","1004","92.5","0","0","223.6","7.1","4.1"
"Helsingfors Kajsaniemi","2024","3","16","10:00","2.3","3.2","Mulet (8/8)","1004.3","94","0.02","0","222.5","6.6","4.1"
"Helsingfors Kajsaniemi","2024","3","16","11:00","2.4","3.2","Mulet (8/8)","1004.6","94.1","0","0","223.5","5.6","3.4"
"Helsingfors Kajsaniemi","2024","3","16","12:00","2.7","3.3","Mulet (8/8)","1004.8","95.6","0","0","219.3","6.4","3.9"
"Helsingfors Kajsaniemi","2024","3","16","13:00","2.8","3.1","Mulet (8/8)","1005","98","0","0","228.6","5.9","3.3"
"Helsingfors Kajsaniemi","2024","3","16","14:00","3.3","3.5","Mulet (8/8)","1005.2","99","0","0","225.6","6.1","3.5"
"Helsingfors Kajsaniemi","2024","3","16","15:00","3.5","3.9","Mulet (8/8)","1005.2","97.7","0","0","215.7","5.2","3.2"
"Helsingfors Kajsaniemi","2024","3","16","16:00","3.4","3.9","Mulet (8/8)","1005.1","96.2","0","0","204.7","6.3","3.7"
"Helsingfors Kajsaniemi","2024","3","16","17:00","3.2","3.7","Mulet (8/8)","1005","96.7","0","0","204.4","6.2","3.6"
"Helsingfors Kajsaniemi","2024","3","16","18:00","3.4","3.8","Mulet (8/8)","1005.1","97","0","0","217.8","6","3.1"
"Helsingfors Kajsaniemi","2024","3","16","19:00","3.5","3.9","Mulet (8/8)","1005.1","97.7","0.02","0","208.5","5.8","3.4"
"Helsingfors Kajsaniemi","2024","3","16","20:00","3.4","3.7","Mulet (8/8)","1005","98","0.13","0","209","5.1","2.9"
"Helsingfors Kajsaniemi","2024","3","16","21:00","3.9","4.2","Mulet (8/8)","1004.7","98","0.15","0","198.7","4.8","2.5"
"Helsingfors Kajsaniemi","2024","3","16","22:00","4.2","4.5","Mulet (8/8)","1004.4","98","0.05","0","188.7","4.3","2.3"
"Helsingfors Kajsaniemi","2024","3","16","23:00","4.4","4.7","Mulet (8/8)","1004.3","98","0.1","0","213.9","3.8","2"
"Helsingfors Kajsaniemi","2024","3","17","00:00","4.1","4.4","Molnigheten kan inte fastställas (9/8)","1004.1","98","0.03","-","257.4","1.8","0.9"
